Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Latin America & the Caribbean (IDA & IBRD countries),TLA,62.7879343333738,52.2215598142686,43.4604732378623,42.5611015053499,41.7084904669537,40.8997797705312,40.1287021502245,39.3879433989854,38.6752565635318,38.0738522687569,37.468019546714,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Least developed countries: UN classification,LDC,85.5814864880396,80.1733918335686,75.7517166883808,75.1367405336949,74.4837627230921,73.7605754283316,72.9803115822504,72.153425424602,71.2902122302838,70.5191831082747,69.7048257582121,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Low & middle income,LMY,59.9845855300546,52.2462191017428,44.5112123288944,44.0837984116631,43.7656559066198,43.49631616988,43.2633158603827,43.044963931357,42.8247794501331,42.6613080222563,42.4726992014768,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Low income,LIC,87.1056002911567,85.5007061062279,82.4232199770174,81.8143984959912,81.4073209519951,80.8757229581559,80.2397648450061,79.5284057388764,78.7599748172623,77.9996145353481,77.1682579996126,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Lower middle income,LMC,68.3231534035564,59.5748386283576,52.2485009447353,51.5418938331138,50.9236402863087,50.2957471794351,49.6664318112963,49.047829027899,48.442534022952,47.9035397870321,47.3787376327607,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Middle East & North Africa,MEA,80.352051526477,62.1083645651581,46.8577601412487,46.2818285653928,46.0228617844955,45.9640949368462,46.0417461749814,46.1440956418654,46.1902437743681,46.278182774534,46.1865461300488,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Middle East & North Africa (excluding high income),MNA,82.209144440067,63.0253543481302,48.5110805959307,48.1212578017238,48.0683848782561,48.2221314718263,48.5034882553987,48.781996436466,48.9702905088963,49.1759182720907,49.1535805364974,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Middle East & North Africa (IDA & IBRD countries),TMN,82.0762425281848,62.732396091192,48.216806810612,47.8361067142933,47.7920766006212,47.9569468305325,48.2503464358549,48.539693951113,48.7364243897283,48.9492696787655,48.9306784665397,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Middle income,MIC,57.8758458303327,49.4260320465471,40.9473473138297,40.4810709059049,40.1173093860821,39.8159753238607,39.5619491247565,39.3286976852743,39.0964852345193,38.9231715354964,38.7277569035408,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,North America,NAC,32.7412823055237,32.4007147317352,29.7319732609735,29.5146334559835,29.2988116404792,29.0524215763667,28.8153676215239,28.6192991756681,28.4800617133791,28.3236067365813,28.2957747609756,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,OECD members,OED,34.3029575618574,31.1700410013069,28.4697720082446,28.2665857941993,28.156604356689,28.0141523597753,27.8708899986612,27.7517443625035,27.6642916773231,27.5570077412073,27.5038524695334,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Other small states,OSS,67.3153808455209,62.5081551946029,51.3392771142324,50.2516493546659,49.6498213555125,49.0848241630053,48.6125516685773,48.2248976503283,47.8731257271267,47.6231971314732,47.3422624009569,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Pacific island small states,PSS,73.3511703161829,66.1733420855697,57.9936146988119,57.4268940513625,57.3341043915853,57.003786279514,56.5675485137488,56.175189725499,55.8672809938719,55.3144078296491,54.9016849981715,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Post-demographic dividend,PST,29.7457791073289,27.301154897743,25.1023038125002,24.9758234620868,24.945857065252,24.8792293307665,24.8124485921368,24.7792999921014,24.7903419022726,24.7694089150587,24.8300859374139,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Pre-demographic dividend,PRE,90.2558324576079,87.1365219107423,86.4152826784974,86.1636009204752,86.0272569224423,85.7186951624132,85.2704286932994,84.715936981025,84.0743300253729,83.5504850133938,82.9219978243055,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Small states,SST,65.4716392117201,59.8779749143127,49.5666118314982,48.5479468302297,47.9378001160233,47.3346972954827,46.7983741823696,46.3486813939331,45.9612001712362,45.6638715451433,45.3903865942903,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,South Asia,SAS,67.9248373391143,59.7480939956777,51.4237369733826,50.5115755159669,49.6500890781809,48.7069024240295,47.7257393272924,46.7711205670364,45.8761804927462,45.0100843062106,44.2442677294029,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,South Asia (IDA & IBRD),TSA,67.9248373391143,59.7480939956777,51.4237369733826,50.5115755159669,49.6500890781809,48.7069024240295,47.7257393272924,46.7711205670364,45.8761804927462,45.0100843062106,44.2442677294029,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sub-Saharan Africa,SSF,88.1932019427427,84.0201638478848,82.4581760687583,82.0976230196993,81.8586057380547,81.4957562666489,81.0283730708574,80.4729637923937,79.8404811674778,79.3286660002551,78.7012036753123,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sub-Saharan Africa (excluding high income),SSA,88.1971115431693,84.0258677865762,82.4646657230348,82.1042112481761,81.8649310336972,81.5020044574048,81.0345424008353,80.4789915110058,79.8463712191954,79.3342891420991,78.7065652900585,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sub-Saharan Africa (IDA & IBRD countries),TSS,88.1932019427427,84.0201638478848,82.4581760687583,82.0976230196993,81.8586057380547,81.4957562666489,81.0283730708574,80.4729637923937,79.8404811674778,79.3286660002551,78.7012036753123,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Upper middle income,UMC,49.1025397893588,40.2176604578793,30.0899263260787,29.7381260071757,29.5052775804832,29.4027900573751,29.3950978866411,29.4224253897636,29.4431947179854,29.5222992161803,29.5501132168866,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,World,WLD,53.9999411870708,47.8031821189479,41.2952469662422,40.9348830932509,40.6846746791991,40.4660983946129,40.2786181607417,40.1084197417727,39.9432785448354,39.819527874775,39.6876321032492,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Afghanistan,AFG,4.44618909916464,4.57158977968561,4.56695004018496,4.61593064140117,4.64510738723287,4.67289504224471,4.69539312882778,4.70691819475529,4.70626850044646,4.74180762388334,4.7633228148784,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Albania,ALB,8.90370492907403,11.2899942758306,15.3381571917432,15.9624391451101,16.3709828299291,16.7648369003989,17.1486480502699,17.5635875499634,18.0549299415025,18.4810173481716,18.9978903376663,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Algeria,DZA,6.34132421331514,7.06121728143937,7.96185600384795,8.12093089593762,8.22692655459763,8.34250758478107,8.48751654989835,8.68952025570941,8.96462448806363,9.2665384721658,9.62836054340959,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Angola,AGO,5.18695248055075,4.8467257044323,4.65692309997365,4.61275967013415,4.59061665838701,4.55451494911206,4.52354836521788,4.52104092565951,4.55672716578099,4.63484591353581,4.7345311645549,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Antigua and Barbuda,ATG,12.1898096030542,10.2950537312315,10.144974278757,9.9901855252327,9.88458906240279,9.73724411854568,9.59027465105808,9.52402036750055,9.5603517186251,9.7436780125364,10.0219655636647,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Argentina,ARG,15.0057776057792,15.9597674581397,16.2457050261097,16.3284589732925,16.4639479922784,16.6094863680414,16.7654856764147,16.9304902092155,17.1050168354733,17.3148621458519,17.5205036799048,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Armenia,ARM,8.75558846080333,15.6072559729076,16.1602863750677,15.8077404556119,15.587684905763,15.5138348772882,15.5513884875728,15.6414722679914,15.7542761267146,16.0315905709814,16.3355588056196,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Aruba,ABW,11.2922748309007,10.9479072281304,14.3017985919106,14.9456327603698,15.3648093090744,15.8294937388699,16.3482578690456,16.9215768212843,17.5494027327402,18.229475630113,18.9630486260257,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Australia,AUS,16.5486490379048,18.4831382324725,19.5883661906519,19.9115384742043,20.3752520503019,20.9126142028948,21.4931086694879,22.0721114164006,22.6281075467588,23.1635095763984,23.6754125317475,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Austria,AUT,21.8956152694877,22.7046805297879,25.9104978679831,26.373860988558,26.7748989210945,27.1296382237027,27.4594186326622,27.7810263134877,28.1035279952958,28.4517297393235,28.7849528312483,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Azerbaijan,AZE,7.4672358660323,9.28520478684959,8.58246741253504,8.27632100557007,8.1305397435833,8.01648302422286,7.95167059751341,7.95602679435718,8.04204539182622,8.24116946399567,8.51116157728265,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Bahamas, The",BHS,6.82542913359115,8.189613098449,9.73158964760552,9.85831351818736,10.1520470546435,10.4803708818307,10.8414897626395,11.245928788297,11.6962491627595,12.2007351535418,12.7509608214306,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bahrain,BHR,3.35090886010892,3.63938319776423,2.69881295702472,2.67980731388958,2.76525325444145,2.84489311281901,2.91749701076126,2.97914665335306,3.02550142749926,3.02841216734038,3.04468036618035,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bangladesh,BGD,5.72504347835095,6.48070470230115,7.37226305730543,7.42056728729378,7.5233417317623,7.61066191240381,7.67433422727247,7.70097276930991,7.68716318324994,7.69062298763566,7.66284160339471,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Barbados,BRB,15.3195932820366,17.3255056173517,18.0579333739697,18.4364221173583,18.8384925407778,19.3381434496862,19.9357608489272,20.5974485618446,21.3084903662926,21.9646688031358,22.6590925967179,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Belarus,BLR,16.106872057253,19.8539645203836,19.9061373380771,19.6512673401395,19.6797345640923,19.8221821125251,20.0538164486277,20.3281075205388,20.6178712396421,21.1140779591232,21.6176852864125,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Belgium,BEL,22.3478876919412,25.7237772053865,26.2331498396577,26.3502220937405,26.5566528958722,26.8722514117951,27.2564955147579,27.6376366630694,27.9742851027427,28.4343035001085,28.8663095376732,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Belize,BLZ,7.88027997070074,7.05963138555493,6.14280630374624,6.31656865567299,6.19969631710052,6.09711030375166,6.01135814403093,5.94366552304797,5.89878079645323,5.92008144566047,5.95213551159089,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Benin,BEN,7.43220004331045,6.31212601616494,6.11392898863872,6.10287298775322,6.10502299855183,6.08773966072647,6.05974966468096,6.03080042197533,6.0067133461716,6.003364848139,5.99846442645865,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bhutan,BTN,5.23877467722073,6.38475580626485,6.33930507959918,6.39547618044733,6.48672609959119,6.58566060688518,6.68977435827337,6.79134910573824,6.89153399569069,7.01099897739436,7.12408869850706,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bolivia,BOL,8.11366119514105,8.94401266630777,9.8887181458404,10.0252235616702,10.1354104548888,10.2266575486148,10.3173115152156,10.4317613845281,10.5836288188298,10.7167051568923,10.8728267092337,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bosnia and Herzegovina,BIH,9.5081303232719,16.032098775025,19.7106110672331,19.8031864254486,20.1604891096676,20.6203996286519,21.1745594700601,21.8074671124628,22.5155928103926,23.1653275194748,23.9086132132881,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Botswana,BWA,4.96097439926076,4.97355949891551,5.49667444760656,5.52607716840723,5.56176605073167,5.58533396364159,5.61523805620069,5.67563984506845,5.77827009906328,5.9230825362689,6.09608928593123,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Brazil,BRA,6.6821110383781,7.81498509349342,9.62336954500091,9.85079281175211,10.1262619716036,10.4197979377786,10.7350991215487,11.0767618486445,11.44901971912,11.8468234952262,12.270187640806,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Brunei Darussalam,BRN,4.21315262590482,3.58234508475184,4.775382882716,4.81619213776575,4.91526452391408,5.03877461706783,5.19741520576323,5.40492221337687,5.6689598010775,5.98210695945791,6.34200417644178,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bulgaria,BGR,19.761872651761,24.4920240178282,25.982615614743,26.412823258088,27.0983878046453,27.9122104306892,28.8012311280755,29.6710882481168,30.4571809723645,31.290738263092,32.019888007588,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Burkina Faso,BFA,6.63697910046124,5.47876571787545,4.87548617186444,4.80992561484001,4.79237721810402,4.76209906246629,4.72258120148816,4.67728113449671,4.62890802051372,4.6161505323696,4.59574298028758,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Burundi,BDI,6.25010033237549,6.36630134390296,5.10123894694511,4.99215628148625,4.92004372410539,4.84449962707246,4.78004958943455,4.74402986772205,4.74450919745326,4.80561985244744,4.88596146974102,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cabo Verde,CPV,8.70136295633121,9.77732694888752,9.24005890023688,8.95247673795649,8.49576366306851,8.02265647479764,7.57438914248053,7.20693066946405,6.94706029843088,6.84259071529945,6.82587259790464,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cambodia,KHM,5.49227510012196,5.56675045364992,5.87110055207536,5.93168649824932,5.99969999869565,6.06683769639186,6.14696869737367,6.25792102505871,6.40853728409835,6.61798748001606,6.8610804293084,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cameroon,CMR,7.08500156295437,6.52214681181755,6.10071138808297,6.0420044265702,6.02370265260149,5.99620306330033,5.96157299800501,5.92135046605492,5.87695817072053,5.86696102939833,5.84921312321064,..
